QGC WPL 110
0	0	0	22	0	0	0	0	42.355118	-71.071305	6.0	1
1	0	3	82	0	0	0	0	42.355118	-71.071299	6.0	1
2	0	3	82	0	0	0	0	42.355118	-71.071293	6.0	1
3	0	3	82	0	0	0	0	42.355118	-71.071287	6.0	1
4	0	3	82	0	0	0	0	42.355118	-71.071281	6.0	1
5	0	3	82	0	0	0	0	42.355118	-71.071275	6.0	1
6	0	3	82	0	0	0	0	42.355118	-71.071269	6.0	1
7	0	3	82	0	0	0	0	42.355118	-71.071263	6.0	1
8	0	3	82	0	0	0	0	42.355118	-71.071256	6.0	1
9	0	3	82	0	0	0	0	42.355118	-71.071250	6.0	1
10	0	3	82	0	0	0	0	42.355118	-71.071244	6.0	1
11	0	3	82	0	0	0	0	42.355118	-71.071238	6.0	1
12	0	3	82	0	0	0	0	42.355118	-71.071232	6.0	1
13	0	3	82	0	0	0	0	42.355118	-71.071226	6.0	1
14	0	3	82	0	0	0	0	42.355118	-71.071220	6.0	1
15	0	3	82	0	0	0	0	42.355118	-71.071214	6.0	1
16	0	3	82	0	0	0	0	42.355118	-71.071208	6.0	1
17	0	3	82	0	0	0	0	42.355118	-71.071202	6.0	1
18	0	3	82	0	0	0	0	42.355118	-71.071196	6.0	1
19	0	3	82	0	0	0	0	42.355118	-71.071190	6.0	1
20	0	3	82	0	0	0	0	42.355118	-71.071184	6.0	1
21	0	3	82	0	0	0	0	42.355118	-71.071178	6.0	1
22	0	3	82	0	0	0	0	42.355118	-71.071171	6.0	1
23	0	3	82	0	0	0	0	42.355118	-71.071165	6.0	1
24	0	3	82	0	0	0	0	42.355118	-71.071159	6.0	1
25	0	3	82	0	0	0	0	42.355118	-71.071153	6.0	1
26	0	3	82	0	0	0	0	42.355118	-71.071147	6.0	1
27	0	3	82	0	0	0	0	42.355118	-71.071147	6.5	1
28	0	3	82	0	0	0	0	42.355118	-71.071141	6.5	1
29	0	3	82	0	0	0	0	42.355118	-71.071141	7.0	1
30	0	3	82	0	0	0	0	42.355118	-71.071141	7.5	1
31	0	3	82	0	0	0	0	42.355118	-71.071135	7.5	1
32	0	3	82	0	0	0	0	42.355118	-71.071135	8.0	1
33	0	3	82	0	0	0	0	42.355118	-71.071129	8.0	1
34	0	3	82	0	0	0	0	42.355118	-71.071129	8.5	1
35	0	3	82	0	0	0	0	42.355118	-71.071123	8.5	1
36	0	3	82	0	0	0	0	42.355118	-71.071123	9.0	1
37	0	3	82	0	0	0	0	42.355118	-71.071117	9.0	1
38	0	3	82	0	0	0	0	42.355118	-71.071117	9.5	1
39	0	3	82	0	0	0	0	42.355118	-71.071111	9.5	1
40	0	3	82	0	0	0	0	42.355118	-71.071111	10.0	1
